reference_number,procurement_id,vendor_name,vendor_postal_code,buyer_name,contract_date,economic_object_code,description_en,description_fr,contract_period_start,delivery_date,contract_value,original_value,amendment_value,comments_en,comments_fr,additional_comments_en,additional_comments_fr,agreement_type_code,trade_agreement,land_claims,commodity_type,commodity_code,country_of_vendor,solicitation_procedure,limited_tendering_reason,trade_agreement_exceptions,aboriginal_business,aboriginal_business_incidental,intellectual_property,potential_commercial_exploitation,former_public_servant,contracting_entity,standing_offer_number,instrument_type,ministers_office,number_of_bids,article_6_exceptions,award_criteria,socioeconomic_indicator,reporting_period,record_created,record_modified,user_modified,owner_org,owner_org_title
C-2018-2019-Q1-00269,A010774810,MEDIA Q INC,,,2018-04-06,351,Communication Services,Services de communication,2018-04-06,2019-03-31,84750,84750,0,"Communication, Photographic, Mapping, Printing and Publication Services","Services de communication, de photographie, de cartographie, d'impression, et de publication",Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,0,,,S,T002,CA,TC,0,0,,N,C,,N,,PWSOSA,EN578-171291/001/CY,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00084,4500377925,MELTWATER NEWS CANADA INC.,,,2018-04-01,351,Communication Services,Services de communication,2018-04-01,2019-03-31,76158.52,76158.52,0,"Communication, Photographic, Mapping, Printing and Publication Services","Services de communication, de photographie, de cartographie, d'impression, et de publication",Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,0,,,S,T002,CA,TN,85,0,,N,C,,N,,PWSOSA,EN578-181060/001/CY,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00124,4500378859,MGIS INC.,,,2018-04-17,473,Information technology and telecommunications consultants,Consultants en TI et en télécommunications,2018-04-17,2019-03-31,212270,212270,0,IT Applications D&M Consultants,Conseillers en TI application,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,C,,,S,R007,CA,TC,0,0,,N,A2,N,N,,PWSOSA,E60ZN-16TSPS/236/ZT,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00178,4500380253,MNP LLP,,,2018-05-22,499,Professional services ,Services professionnels ,2018-05-22,2018-07-15,24998.4,24998.4,0,Accounting and Audit Services,Services de comptabilité et de vérification,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,0,,,S,R010,CA,TN,85,0,,N,C,,N,,PWSOSA,E60ZQ-140002/010/ZQ,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00088,4500378017,MOBILE RESOURCE GROUP INC,,,2018-04-03,491,Management consulting,Services de conseillers en gestion,2018-04-03,2019-03-31,180754.8,180754.8,0,Administrative and Management Support Services,Services administratifs et services aux entreprises,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,Y,,,S,R019,CA,TC,0,0,,Y,C,,N,,PWSOSA,E60ZT-16TSPS/246/ZT,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00129,4500379016,NORTHERN MICRO,,,2018-04-18,1231,"Office furniture and furnishings, including parts",Mobilier et ameublement du bureau incluant des pièces,2018-04-18,2018-05-13,29452.5,29452.5,0,Acq (incl Res) Office Furniture/ Furnishing & Part,Acq (incl rés) mobilier et ameublement de bureau,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,0,,,G,5999,CA,TN,85,0,,N,C,,N,,PWSOSA,EZ107-120005/002/VAN,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00286,R26957,NORTHERN MICRO,,,2018-05-11,1283,Computer equipment related to Distributed Computing Environment (DCE)—Desktop/personal/portable (includes all related parts and peripherals),Équipement informatique de l'environnement d'informatique répartie - Bureau/OP/ord. portable (y compris pièces et périphériques),2018-05-11,2018-05-31,42319.37,42319.37,0,Acq (inc Res) Computer Equipment - Desktop/PC/Port,Acq (inc res) matériel informatique - ordinateur bureau/personnel/portable,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,0,,,G,7035,CA,TC,0,0,,N,C,,N,,SSCSOSA,E60EJ-11000C/001/EJ,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00165,4500380048,PETER CAMERON AND ASSOCIATES,,,2018-05-14,491,Management consulting,Services de conseillers en gestion,2018-05-14,2019-03-31,16950,16950,0,Administrative and Management Support Services,Services administratifs et services aux entreprises,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,0,,,S,R019,CA,TN,85,0,,N,C,,N,,,E60ZT-180028/073/ZT,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00093,4500378044,PUROLATOR COURIER,,,2018-04-01,213,Courier services,Services de messager,2018-04-01,2019-03-31,11497.5,11497.5,0,Postage and Parcel Post,Affranchissement et colis postal,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,0,,,S,R106,CA,TN,85,0,,N,C,,N,,PWSOSA,E60LM-160028/003/LM,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00217,4500381130,QMR STAFFING SOLUTIONS INC,,,2018-05-07,491,Management consulting,Services de conseillers en gestion,2018-05-07,2018-09-30,57200.06,57200.06,0,Administrative and Management Support Services,Services administratifs et services aux entreprises,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,0,,,S,R199,CA,TC,0,0,,N,C,,N,,PWSOSA,E60ZT-180028/145/ZT,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00121,4500378816,QMR STAFFING SOLUTIONS INC,,,2018-04-12,473,Information technology and telecommunications consultants,Consultants en TI et en télécommunications,2018-04-12,2018-07-31,94500,94500,0,IT Applications D&M Consultants,Conseillers en TI application,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,0,,,S,R019,CA,OB,0,0,,N,A41,N,N,,PWSOSA,E60ZT-180028/145/ZT,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00068,4500377569,QUANTUM MANAGEMENT SERVICES LTD,,,2018-03-22,813,Temporary help services,Services d'aide temporaire,2018-03-29,2018-09-28,27907.89,13793.55,14114.34,Temporary Help Services Acquired For General Help,Services d'aide temporaire pour travail général,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,N,,,S,R123,CA,TC,0,0,,N,C,,N,,PWSOSA,E60ZN-110002/113/ZN,,,,,,A,,,*,aandc-aadnc,
C-2018-2019-Q1-00091,4500378041,QUICK MESSENGER SERVICE,,,2018-04-01,213,Courier services,Services de messager,2018-04-01,2019-03-31,14946.75,9198,0,Postage and Parcel Post,Affranchissement et colis postal,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,0,,,S,R106,CA,TN,85,0,,N,C,,N,,PWSOSA,E60LM-160028/008/LM,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00092,4500378041,QUICK MESSENGER SERVICE,,,2018-04-01,213,Courier services,Services de messager,2018-04-01,2019-03-31,14946.75,9198,5748.75,Postage and Parcel Post,Affranchissement et colis postal,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,0,,,S,R106,CA,TN,85,0,,N,C,,N,,PWSOSA,E60LM-160028/008/LM,,,,,,A,,,*,aandc-aadnc,
C-2018-2019-Q1-00009,4500357962,RAYMOND CHABOT GRANT THORNTON,,,2016-12-12,499,Professional services ,Services professionnels ,2016-12-12,2019-09-30,617415.75,411610.49,205805.26,Accounting and Audit Services,Services de comptabilité et de vérification,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,Y,,,S,R019,CA,TC,0,0,,N,C,,N,,PWSOSA,E60ZN-15TSPS/264/ZN,,,,,,A,,,*,aandc-aadnc,
C-2018-2019-Q1-00049,4500376719,RAYMOND CHABOT GRANT THORNTON,,,2018-04-03,813,Temporary help services,Services d'aide temporaire,2018-04-03,2018-10-19,149826.8,149826.8,0,Temporary Help Services Acquired For General Help,Services d'aide temporaire pour travail général,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,S,,,S,R199,CA,TC,0,0,,N,C,,N,,,EN578-060502/331/ZN,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00125,4500378884,RFP SOLUTIONS INC.,,,2018-04-16,491,Management consulting,Services de conseillers en gestion,2018-04-16,2018-09-28,18900,18900,0,Administrative and Management Support Services,Services administratifs et services aux entreprises,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,0,,,S,R019,CA,TN,85,0,,N,A41,N,N,,,E60ZT-180027/022/ZT,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00273,A041674790,RMS SOLUTIONS LIMITED,,,2018-04-01,583,License/Maintenance fees for application software (including COTS) and application development and delivery software,Licences/maintenance des logiciels d'applications et de bases de données (y compris les COTS) et logiciels de développement et de maintenance des applications et des bases de données,2018-04-01,2019-03-31,41103.56,41103.56,0,License/Maintenance Fees for Client Software,Frais de licence/maintenance des logiciels client,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,0,,,G,7030,CA,TN,86,0,,N,C,,N,,PWSOSA,EN578-171818/001/XL,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00080,4500377700,ROYAL MOVING AND STORAGE INC,,,2018-04-01,859,Business services,Services commerciaux,2018-04-01,2020-03-31,88258.47,88258.47,0,Storage and Warehousing Services,Service d'emmagasinage et à l'entreposage,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,0,,,S,R019,CA,TN,86,0,,N,C,,N,,PWSOSA,E60LM-170031/002/LM,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00179,4500380286,ROYAL MOVING AND STORAGE INC,,,2018-06-05,351,Communication Services,Services de communication,2018-06-05,2019-03-31,169500,169500,0,"Communication, Photographic, Mapping, Printing and Publication Services","Services de communication, de photographie, de cartographie, d'impression, et de publication",Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,T,,,S,T002,CA,TN,85,0,,N,C,,N,,PWSOSA,E60LM-170031/002/LM,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00170,4500380151,SAMSON & ASSOCIATES,,,2018-05-17,491,Management consulting,Services de conseillers en gestion,2018-05-17,2019-03-31,206955,206955,0,Administrative and Management Support Services,Services administratifs et services aux entreprises,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,Y,,,S,R019,CA,OB,0,0,,N,C,,N,,PWSOSA,E60ZT-16TSPS-316-ZT,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00274,A041682451,SAP CANADA INC,,,2018-04-01,583,License/Maintenance fees for application software (including COTS) and application development and delivery software,Licences/maintenance des logiciels d'applications et de bases de données (y compris les COTS) et logiciels de développement et de maintenance des applications et des bases de données,2018-04-01,2019-03-31,293347.48,293347.48,0,License/Maintenance Fees for Client Software,Frais de licence/maintenance des logiciels client,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,Y,,,G,7030,CA,TN,71,0,,N,C,,N,,PWSOSA,EN578-100808/089/EE,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00150,4500379602,SAS INSTITUTE (CANADA) INC,,,2018-05-03,1283,Computer equipment related to Distributed Computing Environment (DCE)—Desktop/personal/portable (includes all related parts and peripherals),Équipement informatique de l'environnement d'informatique répartie - Bureau/OP/ord. portable (y compris pièces et périphériques),2018-05-03,2019-06-29,19153.69,19153.69,0,Acq (inc Res) Computer Equipment - Desktop/PC/Port,Acq (inc res) matériel informatique - ordinateur bureau/personnel/portable,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,0,,,G,7030,CA,TN,87,0,,N,B,N,N,,PWSOSA,EN578-100808/045/EE,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00094,4500378045,SPEEDY MESSENGER SERVICE,,,2018-04-01,213,Courier services,Services de messager,2018-04-01,2019-03-31,19545.75,19545.75,0,Postage and Parcel Post,Affranchissement et colis postal,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,0,,,S,R106,CA,TN,85,0,,N,C,,N,,PWSOSA,E60LM-160028/009/LM,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00021,4500374088,SPIRIT STAFFING & CONSULTING INC.,,,2018-01-24,813,Temporary help services,Services d'aide temporaire,2018-01-24,2018-04-30,11069.68,7765.3,3304.38,Temporary Help Services Acquired For General Help,Services d'aide temporaire pour travail général,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,0,,,S,L099,CA,TC,0,0,,N,C,,N,,PWSOSA,E60ZN-110002/004/ZN,,,,,,A,,,*,aandc-aadnc,
C-2018-2019-Q1-00114,4500378552,THE VCAN GROUP INC.,,,2018-04-19,473,Information technology and telecommunications consultants,Consultants en TI et en télécommunications,2018-04-19,2019-03-31,105777.01,105777.01,0,IT Applications D&M Consultants,Conseillers en TI application,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,I,,,S,R019,CA,TC,0,0,,N,C,,N,,,E60ZT-120001/297/ZT,,,,,,C,,,*,aandc-aadnc,
C-2018-2019-Q1-00267,A001564502,WOLTERS KLUWER LIMITED,,,2017-04-01,583,License/Maintenance fees for application software (including COTS) and application development and delivery software,Licences/maintenance des logiciels d'applications et de bases de données (y compris les COTS) et logiciels de développement et de maintenance des applications et des bases de données,2017-04-01,2018-03-31,13797,6898.5,6898.5,License/Maintenance Fees for Client Software,Frais de licence/maintenance des logiciels client,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,W,,,S,R019,CA,OB,0,0,,N,C,,N,,PWSOSA,EN-578-110558/001/XL,,,,,,A,,,*,aandc-aadnc,
C-2018-2019-Q1-00277,A212974051,WORKDYNAMICS TECHNOLOGIES INC,,,2018-01-15,473,Information technology and telecommunications consultants,Consultants en TI et en télécommunications,2018-01-15,2018-03-31,126192.79,56472.26,69720.53,IT Applications D&M Consultants,Conseillers en TI application,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,Y,,,S,R019,CA,OB,0,0,,N,C,,N,,PWSOSA,EN578-133379/001/XL,,,,,,A,,,*,aandc-aadnc,
C-2018-2019-Q1-00003,4500328995,XEROX CANADA LTD,,,2015-03-03,1283,Computer equipment related to Distributed Computing Environment (DCE)—Desktop/personal/portable (includes all related parts and peripherals),Équipement informatique de l'environnement d'informatique répartie - Bureau/OP/ord. portable (y compris pièces et périphériques),2015-03-03,2018-12-31,202650.02,42000,31500.02,Acq (incl Res) Computer Equipment–Servers&Printers,Acq (inc res) matériel inform–serveurs/imprimantes,Contract amendment value is only for Q1,Valeur de modifications est seulement pour T1,0,,,S,R122,CA,TC,0,0,,N,C,,N,,DSOSA,EZ107-120004/009/VAN,,,,,,A,,,*,aandc-aadnc,
C-2019-2020-Q3-008,4500403341,Knowledge Circle Learning Services,,,2019-11-01,466,Second Language Training,Formation en langue seconde,2019-11-01,2019-11-12,10080,10080,0,,,,,0,,,S,"Tuition, Registration",CA,TN,0,0,,N,NA,N,N,,,C,N,,,,,2019-2020-Q3,,,*,cannor,
C-2018-2019-Q3-00013,5X001-18-0915,Portage Personnel Inc.,,,2019-10-15,813,Data Entry Clerk - Junior ,Commis aux saisie de données - Junior,2019-10-15,2019-03-31,19652.17,10164.92,9487,,,,,0,,,S,R201AA,CA,TC,0,0,,N,C,N,N,DSOSA,E602ZN-110002/102/ZN,A,,,,,,2018-2019-Q3,,,*,cas-satj,
C-2019-2020-Q1-00001,5X001-18-0875,ADGA Group Consultant Inc.,,,2019-06-18,499,Threat and risk assessment (TRA),Évaluation de la menace et des risques,2019-06-18,2019-12-31,123170,123170,,,,,,0,,,S,R019P - Threat and Risk Assessment Services,CA,TC,0,0,,N,A5,N,N,,,C,N,,,,,2019-2020-Q1,,,*,cas-satj,
C-2019-2020-Q1-00002,5X001-19-0021,Royal Reporting Services Ltd.,,,2019-04-11,859,"Court Reporting, Court Registrar Technician and Transcription Services - Regina","Services de sténographie, de greffe et de transcription judiciaires - Regina",2019-04-12,2021-03-31,25000,25000,,,,,,0,,,S,R116A - Court Reporting Services,CA,TN,85,0,,N,C,N,N,,,C,N,,,,,2019-2020-Q1,,,*,cas-satj,
C-2019-2020-Q1-00003,5X001-19-0022,Royal Reporting Services Ltd.,,,2019-04-11,859,"Court Reporting, Court Registrar Technician and Transcription Services - Alberta, Yukon, and Northwest Territories","Services de sténographie, de greffe et de transcription judiciaires - Alberta, Yukon et Territoires-du-Nord-Ouest",2019-04-12,2020-03-31,25000,25000,,,,,,0,,,S,R116A - Court Reporting Services,CA,TN,85,0,,N,C,N,N,,,C,N,,,,,2019-2020-Q1,,,*,cas-satj,
C-2019-2020-Q1-00004,5X001-19-0046,Wajax Power Systems,,,2019-05-06,1249,Forklifts - Pink Road Warehouse,Chariots-élévateurs - entrepôt du Chemin Pink,2019-05-06,2019-07-29,97250.17,97250.17,,,,,,0,,,G,"N3930 - Warehouse Trucks and Tractors, Self-Propelled",CA,TC,0,0,,N,C,N,N,DSOSA,E60HS-15FRKL/003/HS,C,N,,,,,2019-2020-Q1,,,*,cas-satj,
C-2019-2020-Q1-00005,5X001-19-0050,Equifax Canada Co.,,,2019-04-08,361,Supscription renewal,Renouvellement d'abonnement,2019-04-01,2020-05-31,10170,10170,,,,,,0,,,S,R113A - Data Collection Services,CA,TN,85,0,,N,C,N,N,,,C,N,,,,,2019-2020-Q1,,,*,cas-satj,
C-2019-2020-Q1-00006,5X001-19-0056,Bell Canada,,,2019-04-10,230,Renewal of internet services,Renouvellement des services Internet,2019-04-01,2021-03-31,21682.56,21682.56,,,,,,0,,,S,N7030 - ADP Software,CA,TN,85,0,,N,C,N,N,,,C,N,,,,,2019-2020-Q1,,,*,cas-satj,
C-2019-2020-Q1-00007,5X001-19-0066,Itex Inc./TIG,,,2019-04-08,1285,Add'l KACE licenses & renewal of maintenance,Add'l KACE licences & renouvellement de maintenance,2019-05-01,2020-09-30,20688.04,20688.04,,,,,,0,,,G,N7030 - ADP Software,CA,TC,0,0,,N,C,N,N,DSOSA,EN578-100808/240/EE,C,N,,,,,2019-2020-Q1,,,*,cas-satj,
C-2019-2020-Q1-00008,5X001-19-0067,Royal Reporting Services Ltd.,,,2019-04-11,859,"Court Reporting, Court Registrar Technician and Transcription Services - Manitoba","Services de sténographie, de greffe et de transcription judiciaires - Manitoba",2019-04-12,2021-03-31,25000,25000,,,,,,0,,,S,R116A - Court Reporting Services,CA,TN,85,0,,N,C,N,N,,,C,N,,,,,2019-2020-Q1,,,*,cas-satj,
C-2019-2020-Q1-00009,5X001-19-0068,QMR Consulting & Professional Staffing ,,,2019-04-17,499,Human Resources Consultant -ProServices,Expert-Conseil en ressources humaines - ProServices,2019-04-17,2019-06-30,24860,24860,,,,,,A,,,S,"R019BF - Human Resource Services, Business Consulting/Change Management; Project Management Services (Supply Arrangement TSPS)",CA,TC,0,0,,Y,C,N,N,DSOSA,E60ZT-180028/145/ZT,C,N,,,,,2019-2020-Q1,,,*,cas-satj,
C-2019-2020-Q1-00010,5X001-19-0088,Royal Reporting Services Ltd.,,,2019-04-11,859,"Court Reporting, Court Registrar Technician and Transcription Services - Saskatoon","Services de sténographie, de greffe et de transcription judiciaires - Saskatoon",2019-04-12,2021-03-31,25000,25000,,,,,,0,,,S,R116A - Court Reporting Services,CA,TN,85,0,,N,C,N,N,,,C,N,,,,,2019-2020-Q1,,,*,cas-satj,
